,names,scores,logfoldchanges,pvals,pvals_adj,abslfc
12828,SNW1,-122.2949,-1.9236866,0.0,0.0,1.9236866
4650,SEMA6C,86.714195,1.9234053,0.0,0.0,1.9234053
11328,ARL6IP5,-119.90367,-1.9233651,0.0,0.0,1.9233651
11521,SRF,-120.637436,-1.9224424,0.0,0.0,1.9224424
1184,NFX1,122.60725,1.9224131,0.0,0.0,1.9224131
865,MAGI3,122.77451,1.9211065,0.0,0.0,1.9211065
14321,NCOA4,-122.67946,-1.9210802,0.0,0.0,1.9210802
8744,NPPC,-70.232834,-1.9203379,0.0,0.0,1.9203379
1233,FOXJ3,122.58098,1.919929,0.0,0.0,1.919929
10554,CA14,-113.695984,-1.919759,0.0,0.0,1.919759
9495,EFHD2,-93.93255,-1.9194933,0.0,0.0,1.9194933
3542,PCED1B,108.09749,1.919121,0.0,0.0,1.919121
13516,EPN1,-122.45796,-1.918382,0.0,0.0,1.918382
11232,SEPHS1,-119.52796,-1.9182553,0.0,0.0,1.9182553
11751,HDDC2,-121.25669,-1.9182161,0.0,0.0,1.9182161
3442,SLC22A3,109.42081,1.918101,0.0,0.0,1.918101
3256,CRTAC1,111.789246,1.918034,0.0,0.0,1.918034
11964,SNRPC,-121.64782,-1.9179662,0.0,0.0,1.9179662
11776,COMMD9,-121.299774,-1.9178796,0.0,0.0,1.9178796
2448,MAML3,119.088036,1.9178457,0.0,0.0,1.9178457
11408,NUDT17,-120.227005,-1.9172182,0.0,0.0,1.9172182
11347,SLC2A4RG,-119.9926,-1.9171988,0.0,0.0,1.9171988
11043,TIPARP,-118.47571,-1.9171697,0.0,0.0,1.9171697
9883,NUTM2D,-103.02816,-1.9171644,0.0,0.0,1.9171644
11537,LIG4,-120.689064,-1.9169426,0.0,0.0,1.9169426
9225,FNDC11,-86.11951,-1.9166386,0.0,0.0,1.9166386
1675,WDFY2,122.10194,1.9164189,0.0,0.0,1.9164189
3761,C1orf232,104.35866,1.9162331,0.0,0.0,1.9162331
12322,ERAL1,-122.05787,-1.916178,0.0,0.0,1.916178
12140,MRPS23,-121.87059,-1.9160419,0.0,0.0,1.9160419
1436,TBCCD1,122.42282,1.9156923,0.0,0.0,1.9156923
8933,TPM1-AS,-76.62662,-1.9156431,0.0,0.0,1.9156431
2933,IGF1R,115.27357,1.9152552,0.0,0.0,1.9152552
1679,ENOX2,122.093834,1.9144262,0.0,0.0,1.9144262
5105,LINC02604,75.185394,1.9142021,0.0,0.0,1.9142021
9658,RAB31,-98.43706,-1.9140257,0.0,0.0,1.9140257
