,names,scores,logfoldchanges,pvals,pvals_adj,abslfc
1843,METTL24,101.961624,1.892105,0.0,0.0,1.892105
2476,PSTPIP1,92.39852,1.8917738,0.0,0.0,1.8917738
2705,PSD2,89.640976,1.8912097,0.0,0.0,1.8912097
4144,CD300E,69.59016,1.8910353,0.0,0.0,1.8910353
1073,COL4A4,113.93582,1.8900898,0.0,0.0,1.8900898
3209,TOP2A,83.111404,1.8888927,0.0,0.0,1.8888927
13309,ACE2,-95.84307,-1.8887594,0.0,0.0,1.8887594
13910,PCDHGA3,-113.02592,-1.8887061,0.0,0.0,1.8887061
3733,ROBO2,76.25639,1.8885394,0.0,0.0,1.8885394
13348,RASL10A,-97.0425,-1.8882995,0.0,0.0,1.8882995
1095,TRIM59,113.58327,1.8877418,0.0,0.0,1.8877418
645,MMP16,121.95948,1.8874497,0.0,0.0,1.8874497
2122,EPCAM-DT,97.4417,1.8869079,0.0,0.0,1.8869079
5113,NRGN,56.33998,1.8849796,0.0,0.0,1.8849796
1190,ADAMTS4,112.00554,1.8843175,0.0,0.0,1.8843175
14096,TNNC2,-118.33736,-1.8832238,0.0,0.0,1.8832238
109,TLE4,134.82237,1.8832189,0.0,0.0,1.8832189
12272,MPPED2-AS1,-68.536026,-1.8830253,0.0,0.0,1.8830253
1778,PCDHGC4,102.89705,1.8829463,0.0,0.0,1.8829463
476,PRKCD,125.34773,1.8827903,0.0,0.0,1.8827903
3858,DGKB,74.16413,1.8821877,0.0,0.0,1.8821877
5041,TMEFF2,57.269417,1.8819399,0.0,0.0,1.8819399
14083,ABLIM2,-117.93209,-1.881808,0.0,0.0,1.881808
13771,TNK2-AS1,-108.7005,-1.8809685,0.0,0.0,1.8809685
14637,PFKP,-136.19089,-1.8808088,0.0,0.0,1.8808088
1289,IL4I1,110.31828,1.880054,0.0,0.0,1.880054
189,RRBP1,132.33904,1.879808,0.0,0.0,1.879808
696,C1QTNF6,120.73123,1.8788942,0.0,0.0,1.8788942
5235,SOX10,54.713474,1.8775626,0.0,0.0,1.8775626
3294,TNNT1,82.06647,1.8766202,0.0,0.0,1.8766202
13375,GPR132,-97.61049,-1.876052,0.0,0.0,1.876052
1943,STIL,100.20545,1.8758205,0.0,0.0,1.8758205
7001,COL14A1,27.961235,1.8748679,4.813411083360224e-172,6.197386906616501e-172,1.8748679
4492,TERT,64.95545,1.8744091,0.0,0.0,1.8744091
3434,NQO1,80.36736,1.8742877,0.0,0.0,1.8742877
910,COLCA1,116.77841,1.8742535,0.0,0.0,1.8742535
95,PELI1,135.34587,1.8733644,0.0,0.0,1.8733644
665,LINC00511,121.51343,1.8727666,0.0,0.0,1.8727666
